timestamp,low,high,open,close,volume,vwap,turnover,homeNotional,foreignNotional,trades
2022-11-01 00:00:00+00:00,1569.51,1574.31,1572.58,1572.51,2455.71462683,1571.9099999999999,3860162.379060345,2455.71462683,3860162.379060345,
2022-11-01 00:05:00+00:00,1568.68,1572.86,1572.16,1571.13,1213.23655436,1570.77,1905715.582492057,1213.23655436,1905715.582492057,
2022-11-01 00:10:00+00:00,1570.56,1576.65,1571.13,1573.87,1832.87406163,1573.605,2884219.787751276,1832.87406163,2884219.787751276,
2022-11-01 00:15:00+00:00,1572.15,1575.5,1574.04,1572.72,958.84159557,1573.825,1509048.8741479553,958.84159557,1509048.8741479553,
2022-11-01 00:20:00+00:00,1571.62,1575.11,1572.69,1571.62,933.19611853,1573.3649999999998,1468258.1110309532,933.19611853,1468258.1110309532,
2022-11-01 00:25:00+00:00,1569.65,1572.37,1571.69,1570.69,1149.23757886,1571.01,1805463.7287648486,1149.23757886,1805463.7287648486,
2022-11-01 00:30:00+00:00,1568.31,1572.97,1570.81,1570.15,1270.21936097,1570.6399999999999,1995057.3371139206,1270.21936097,1995057.3371139206,
2022-11-01 00:35:00+00:00,1570.0,1575.01,1570.06,1574.05,1268.5344639,1572.505,1994776.7871550696,1268.5344639,1994776.7871550696,
2022-11-01 00:40:00+00:00,1572.09,1574.63,1573.92,1572.67,992.22710096,1573.3600000000001,1561130.4315664258,992.22710096,1561130.4315664258,
2022-11-01 00:45:00+00:00,1570.68,1573.69,1572.71,1570.97,1242.10674051,1572.185,1952821.5858287143,1242.10674051,1952821.5858287143,
2022-11-01 00:50:00+00:00,1569.39,1571.77,1570.81,1570.58,840.66033541,1570.58,1320324.3095882377,840.66033541,1320324.3095882377,
2022-11-01 00:55:00+00:00,1569.14,1570.88,1570.45,1569.57,804.22576286,1570.0100000000002,1262642.489947829,804.22576286,1262642.489947829,
2022-11-01 01:00:00+00:00,1568.92,1571.53,1569.59,1570.55,784.74882993,1570.225,1232232.2314768343,784.74882993,1232232.2314768343,
2022-11-01 01:05:00+00:00,1569.65,1571.61,1570.73,1570.97,706.07369327,1570.63,1108980.5248606603,706.07369327,1108980.5248606603,
2022-11-01 01:10:00+00:00,1570.64,1574.57,1570.78,1573.63,803.70654768,1572.605,1263912.9354143064,803.70654768,1263912.9354143064,
2022-11-01 01:15:00+00:00,1570.98,1573.83,1573.63,1572.77,668.84601525,1572.405,1051696.8186091762,668.84601525,1051696.8186091762,
2022-11-01 01:20:00+00:00,1572.54,1579.92,1572.76,1579.59,1598.79348864,1576.23,2520066.2605990274,1598.79348864,2520066.2605990274,
2022-11-01 01:25:00+00:00,1578.79,1581.99,1579.6,1581.08,1469.27456335,1580.3899999999999,2322026.8271727064,1469.27456335,2322026.8271727064,
2022-11-01 01:30:00+00:00,1579.9,1584.51,1581.05,1582.12,1940.16857481,1582.205,3069744.419907256,1940.16857481,3069744.419907256,
2022-11-01 01:35:00+00:00,1580.36,1583.39,1582.12,1582.13,806.86576219,1581.875,1276360.7775643063,806.86576219,1276360.7775643063,
2022-11-01 01:40:00+00:00,1579.39,1582.37,1582.15,1580.35,752.79804225,1580.88,1190083.36903218,752.79804225,1190083.36903218,
2022-11-01 01:45:00+00:00,1578.79,1580.92,1580.24,1579.63,1321.40610755,1579.855,2087630.046043405,1321.40610755,2087630.046043405,
2022-11-01 01:50:00+00:00,1577.81,1581.22,1579.94,1580.08,991.44699935,1579.5149999999999,1566005.407178315,991.44699935,1566005.407178315,
2022-11-01 01:55:00+00:00,1578.48,1581.1,1580.04,1581.1,832.02567226,1579.79,1314425.8367796254,832.02567226,1314425.8367796254,
2022-11-01 02:00:00+00:00,1578.64,1583.1,1581.08,1578.76,1115.09080065,1580.87,1762813.5940235653,1115.09080065,1762813.5940235653,
2022-11-01 02:05:00+00:00,1578.76,1582.01,1578.92,1580.55,759.56757636,1580.385,1200409.2041656985,759.56757636,1200409.2041656985,
2022-11-01 02:10:00+00:00,1579.5,1581.77,1580.76,1581.52,828.5076074,1580.635,1309568.1220226989,828.5076074,1309568.1220226989,
2022-11-01 02:15:00+00:00,1578.08,1581.71,1581.64,1579.61,644.17787956,1579.895,1017733.4110274462,644.17787956,1017733.4110274462,
2022-11-01 02:20:00+00:00,1579.12,1580.87,1579.6,1580.32,554.35780486,1579.995,875882.5598897756,554.35780486,875882.5598897756,
2022-11-01 02:25:00+00:00,1579.82,1583.69,1580.32,1582.39,1104.46433533,1581.755,1746991.9847299044,1104.46433533,1746991.9847299044,
2022-11-01 02:30:00+00:00,1581.95,1588.58,1582.49,1586.24,1839.30950346,1585.2649999999999,2915792.980002517,1839.30950346,2915792.980002517,
2022-11-01 02:35:00+00:00,1586.25,1592.51,1586.25,1588.14,2669.02833621,1589.38,4242100.25700545,2669.02833621,4242100.25700545,
2022-11-01 02:40:00+00:00,1587.17,1591.64,1588.24,1588.7,1779.04214229,1589.4050000000002,2827618.476166438,1779.04214229,2827618.476166438,
2022-11-01 02:45:00+00:00,1588.51,1595.73,1588.84,1594.64,1913.00367919,1592.12,3045731.4177119825,1913.00367919,3045731.4177119825,
2022-11-01 02:50:00+00:00,1593.97,1599.95,1594.85,1597.18,2866.86710452,1596.96,4578272.091234259,2866.86710452,4578272.091234259,
2022-11-01 02:55:00+00:00,1596.1,1600.89,1597.28,1598.21,1569.0301488,1598.495,2508086.8477060557,1569.0301488,2508086.8477060557,
2022-11-01 03:00:00+00:00,1596.82,1604.56,1598.2,1598.73,2391.09593905,1600.69,3827403.358677945,2391.09593905,3827403.358677945,
2022-11-01 03:05:00+00:00,1593.64,1598.68,1598.66,1594.53,1521.9474229,1596.16,2429271.598536064,1521.9474229,2429271.598536064,
2022-11-01 03:10:00+00:00,1588.0,1594.51,1594.51,1589.07,1867.76011795,1591.255,2972082.6264885273,1867.76011795,2972082.6264885273,
2022-11-01 03:15:00+00:00,1586.1,1591.73,1589.33,1588.81,1220.92677647,1588.915,1939948.86903483,1220.92677647,1939948.86903483,
2022-11-01 03:20:00+00:00,1587.13,1590.44,1588.84,1589.92,896.24140279,1588.785,1423934.8971317103,896.24140279,1423934.8971317103,
2022-11-01 03:25:00+00:00,1587.41,1590.24,1590.04,1587.76,709.81965083,1588.825,1127779.2067299748,709.81965083,1127779.2067299748,
2022-11-01 03:30:00+00:00,1583.79,1589.22,1587.83,1585.42,1399.07310887,1586.505,2219636.4825877994,1399.07310887,2219636.4825877994,
2022-11-01 03:35:00+00:00,1583.35,1586.66,1585.48,1583.73,939.4773283,1585.005,1489076.2627421415,939.4773283,1489076.2627421415,
2022-11-01 03:40:00+00:00,1583.55,1586.0,1583.72,1585.34,668.20635587,1584.775,1058956.7276238794,668.20635587,1058956.7276238794,
2022-11-01 03:45:00+00:00,1584.6,1585.82,1585.41,1585.57,395.39534719,1585.21,626784.6583190599,395.39534719,626784.6583190599,
2022-11-01 03:50:00+00:00,1584.29,1589.16,1585.41,1589.02,1058.52273112,1586.725,1679584.4805363817,1058.52273112,1679584.4805363817,
2022-11-01 03:55:00+00:00,1585.47,1589.08,1588.91,1586.33,502.55006812,1587.275,797685.159375173,502.55006812,797685.159375173,
2022-11-01 04:00:00+00:00,1586.24,1587.57,1586.33,1587.13,297.33200696,1586.905,471837.6485048588,297.33200696,471837.6485048588,
2022-11-01 04:05:00+00:00,1581.78,1587.56,1587.24,1583.43,810.41238992,1584.67,1284236.2019345264,810.41238992,1284236.2019345264,
2022-11-01 04:10:00+00:00,1579.7,1583.6,1583.41,1583.02,817.22894754,1581.65,1292570.1648766412,817.22894754,1292570.1648766412,
2022-11-01 04:15:00+00:00,1582.43,1584.65,1582.99,1584.16,605.57732678,1583.54,958955.9200492012,605.57732678,958955.9200492012,
2022-11-01 04:20:00+00:00,1583.84,1589.4,1584.31,1588.52,1276.13766974,1586.62,2024745.549562879,1276.13766974,2024745.549562879,
2022-11-01 04:25:00+00:00,1585.9,1590.26,1588.52,1586.48,1005.63175174,1588.08,1597023.6723032591,1005.63175174,1597023.6723032591,
2022-11-01 04:30:00+00:00,1584.13,1588.3,1586.34,1587.75,1055.67925396,1586.2150000000001,1674534.2678201618,1055.67925396,1674534.2678201618,
2022-11-01 04:35:00+00:00,1587.41,1593.67,1587.79,1591.27,1571.55546907,1590.54,2499621.8357745977,1571.55546907,2499621.8357745977,
2022-11-01 04:40:00+00:00,1589.57,1592.95,1591.32,1590.76,1020.45667987,1591.26,1623811.8964099362,1020.45667987,1623811.8964099362,
2022-11-01 04:45:00+00:00,1588.36,1592.76,1590.77,1588.56,655.73423102,1590.56,1042984.6384911712,655.73423102,1042984.6384911712,
2022-11-01 04:50:00+00:00,1588.07,1590.42,1588.56,1589.78,478.70331146,1589.245,760776.8442212477,478.70331146,760776.8442212477,
2022-11-01 04:55:00+00:00,1589.11,1590.34,1589.86,1589.58,306.56109277,1589.725,487347.83320378826,306.56109277,487347.83320378826,
2022-11-01 05:00:00+00:00,1588.64,1594.38,1589.65,1593.81,1509.07827638,1591.5100000000002,2401713.167641534,1509.07827638,2401713.167641534,
2022-11-01 05:05:00+00:00,1592.93,1596.37,1593.85,1595.34,1186.97328291,1594.65,1892806.9455924318,1186.97328291,1892806.9455924318,
2022-11-01 05:10:00+00:00,1593.57,1596.0,1595.44,1593.96,566.55228392,1594.7849999999999,903529.0841113572,566.55228392,903529.0841113572,
2022-11-01 05:15:00+00:00,1593.48,1596.17,1593.95,1594.83,491.40053382,1594.825,783697.8563494815,491.40053382,783697.8563494815,
2022-11-01 05:20:00+00:00,1590.33,1595.07,1594.85,1591.21,679.57010926,1592.6999999999998,1082351.3130184019,679.57010926,1082351.3130184019,
2022-11-01 05:25:00+00:00,1584.7,1591.53,1591.33,1587.75,1498.35827292,1588.115,2379565.248598346,1498.35827292,2379565.248598346,
2022-11-01 05:30:00+00:00,1585.87,1589.5,1587.65,1587.69,400.02529935,1587.685,635114.1673985048,400.02529935,635114.1673985048,
2022-11-01 05:35:00+00:00,1587.08,1589.62,1587.59,1587.91,438.67428755,1588.35,696768.3046300424,438.67428755,696768.3046300424,
2022-11-01 05:40:00+00:00,1587.88,1590.55,1587.93,1589.54,594.88042987,1589.2150000000001,945392.9023558521,594.88042987,945392.9023558521,
2022-11-01 05:45:00+00:00,1589.45,1592.71,1589.6,1591.59,943.9772247,1591.08,1501943.2826756758,943.9772247,1501943.2826756758,
2022-11-01 05:50:00+00:00,1588.75,1591.77,1591.37,1590.22,595.10062906,1590.26,946364.7263689556,595.10062906,946364.7263689556,
2022-11-01 05:55:00+00:00,1588.43,1590.98,1589.98,1588.85,461.9407932,1589.705,734349.5886540059,461.9407932,734349.5886540059,
2022-11-01 06:00:00+00:00,1586.85,1591.13,1588.85,1588.59,497.30536054,1588.99,790213.2448444546,497.30536054,790213.2448444546,
2022-11-01 06:05:00+00:00,1588.41,1596.33,1588.51,1596.03,1162.07362528,1592.37,1850451.1786871133,1162.07362528,1850451.1786871133,
2022-11-01 06:10:00+00:00,1595.43,1599.85,1595.92,1598.64,1372.3075424,1597.6399999999999,2192453.422039936,1372.3075424,2192453.422039936,
2022-11-01 06:15:00+00:00,1598.46,1602.68,1598.89,1599.74,1290.14280354,1600.5700000000002,2064963.8670620178,1290.14280354,2064963.8670620178,
2022-11-01 06:20:00+00:00,1596.88,1603.04,1599.85,1597.87,876.32899771,1599.96,1402091.3431760916,876.32899771,1402091.3431760916,
2022-11-01 06:25:00+00:00,1594.12,1598.67,1597.72,1595.32,638.55614775,1596.395,1019387.8414873614,638.55614775,1019387.8414873614,
2022-11-01 06:30:00+00:00,1592.97,1597.39,1595.6,1593.17,761.04107295,1595.18,1213997.498748381,761.04107295,1213997.498748381,
2022-11-01 06:35:00+00:00,1592.74,1594.85,1593.24,1593.77,501.01401649,1593.795,798513.6344116796,501.01401649,798513.6344116796,
2022-11-01 06:40:00+00:00,1593.82,1597.45,1593.82,1596.98,629.69878858,1595.635,1004769.4265158484,629.69878858,1004769.4265158484,
